Hours_Studied,Attendance,Previous_Score,Assignments_Completed,Pass
10.4,48,46,9,1
11.4,91,66,7,1
9.0,63,87,3,0
5.2,78,75,4,1
10.8,70,75,1,1
2.5,45,91,6,1
1.4,81,76,0,0
11.5,51,33,9,0
2.7,89,63,3,1
1.3,100,82,1,0
2.1,50,82,10,1
1.5,99,58,7,1
1.2,74,44,5,0
2.9,50,42,9,1
11.9,46,59,9,1
7.9,48,30,3,0
10.3,80,99,6,1
6.5,43,83,7,1
0.4,67,39,2,0
4.9,40,38,7,0
3.6,57,73,0,0
2.9,80,43,3,0
9.1,60,76,1,0
6.5,87,60,0,0
3.6,54,52,9,1
11.6,42,40,7,0
10.6,77,39,3,0
7.8,93,80,2,1
3.6,61,96,1,0
3.0,98,79,1,1
1.4,92,79,1,0
6.9,53,30,6,0
6.8,52,60,5,0
0.4,95,31,9,0
9.6,54,59,4,0
11.4,44,79,9,1
3.0,99,68,8,1
0.1,88,56,6,1
9.8,80,86,5,1
8.6,96,80,1,1
8.2,68,78,10,1
8.8,89,37,0,0
11.2,92,77,8,1
11.5,64,53,10,1
1.2,67,71,2,0
6.9,54,70,4,0
4.7,74,66,7,1
5.0,63,82,4,1
9.0,88,66,8,1
10.6,75,51,9,1
3.1,53,70,0,0
9.4,47,80,3,1
9.3,59,86,2,0
4.0,56,80,3,0
2.1,99,71,8,1
4.6,61,76,10,1
10.6,41,31,3,0
5.6,93,49,0,0
3.4,68,47,1,0
1.3,73,69,2,0
9.9,42,35,10,0
5.0,56,42,7,0
1.2,97,41,8,0
5.5,93,42,10,1
8.5,53,49,8,0
9.9,96,43,10,1
12.0,89,97,9,1
5.4,82,54,4,0
5.8,55,64,6,1
0.7,83,68,8,1
0.6,70,37,2,0
8.9,74,93,8,1
6.3,53,100,0,0
8.5,59,52,0,0
7.0,98,56,7,1
7.6,66,49,4,0
3.1,100,77,6,1
11.9,93,52,2,0
7.7,64,48,2,0
3.9,77,38,7,0
8.9,43,86,0,0
0.3,45,75,0,0
6.7,69,38,4,0
11.0,65,71,5,1
7.0,55,54,8,1
8.7,57,57,1,0
8.6,74,97,9,1
2.4,52,73,2,0
8.9,75,39,3,0
0.1,90,58,4,0
8.2,43,57,7,0
1.4,56,40,0,0
3.3,48,90,8,1
6.4,65,81,5,1
2.6,88,88,9,1
0.7,92,63,2,1
10.6,44,85,0,0
10.8,59,68,7,1
7.0,63,86,5,1
11.0,79,66,8,1
4.6,93,80,9,1
4.3,50,73,8,1
10.3,83,44,5,0
9.2,80,93,3,1
11.8,73,46,1,0
6.8,89,76,9,1
5.7,65,49,2,0
10.1,93,59,2,1
10.8,55,32,5,0
10.8,80,39,4,0
5.2,44,45,3,0
5.2,66,74,7,1
2.0,95,77,6,1
3.0,77,50,8,1
4.9,52,45,10,0
4.9,70,81,6,1
6.8,59,53,10,1
4.5,58,74,1,0
10.3,87,68,6,1
3.7,89,57,10,1
3.5,69,52,9,1
6.9,87,79,2,1
10.3,48,54,4,0
7.9,93,69,0,1
5.8,74,96,1,1
1.8,41,81,4,1
8.8,82,72,2,1
6.9,100,65,4,1
10.3,58,67,5,1
2.6,74,95,4,1
6.4,93,49,5,1
11.7,99,39,4,0
8.6,54,54,4,0
7.8,60,98,2,1
1.7,88,73,7,1
8.5,43,66,8,0
0.3,50,98,5,1
6.4,92,70,7,1
3.0,75,70,2,0
9.4,87,38,6,0
0.9,64,51,3,0
6.0,96,71,1,1
11.7,61,86,7,1
7.8,88,46,2,0
6.2,82,99,4,1
10.6,81,54,4,0
4.4,48,88,0,0
7.9,42,99,10,1
6.5,84,52,5,0
9.8,93,47,8,1
8.3,79,53,6,1
2.3,84,43,1,0
8.8,97,97,0,1
7.5,84,96,9,1
4.1,84,35,6,0
3.5,94,62,10,1
11.8,49,73,10,1
3.3,56,37,2,0
1.8,71,51,10,1
5.8,66,51,6,0
8.5,62,69,7,1
7.8,100,34,10,1
7.3,98,58,3,0
11.5,84,96,10,1
4.3,71,67,1,0
6.8,62,30,4,0
3.6,81,86,1,1
11.1,53,85,2,0
10.9,89,44,10,1
3.8,83,88,7,1
3.5,78,71,4,1
7.8,68,75,3,0
9.8,93,73,5,1
10.3,68,92,2,1
7.0,68,64,5,1
5.5,100,65,3,1
3.0,63,38,7,1
9.7,83,74,9,1
8.8,83,33,8,1
10.8,77,81,5,1
0.1,48,75,4,0
4.5,94,77,2,1
0.7,50,96,4,1
11.3,99,88,0,1
2.5,86,94,4,1
4.4,61,66,1,0
11.2,60,60,7,1
5.8,95,88,1,0
5.1,69,83,3,1
7.9,72,93,3,1
3.0,99,95,7,1
3.8,59,51,5,0
9.7,46,64,9,1
4.0,55,59,9,1
7.8,50,82,3,0
2.5,68,61,5,1
10.1,59,56,2,0
2.5,54,78,1,0
0.0,76,42,6,0
9.0,93,63,10,1
7.4,97,38,6,1
5.6,52,79,2,0
10.5,81,99,9,1
4.3,70,81,7,1
6.2,59,39,7,0
7.0,72,82,9,1
2.3,54,46,0,0
8.6,85,63,5,1
8.2,63,84,8,1
11.2,71,79,0,0
3.1,93,33,2,0
4.7,57,62,5,0
0.3,93,82,5,1
11.3,90,94,7,1
9.7,55,52,8,1
8.6,61,75,8,1
4.1,84,94,0,1
5.7,95,43,7,1
6.4,48,75,7,1
9.7,90,96,0,1
8.1,68,54,2,0
6.5,44,65,2,0
2.6,87,67,6,1
5.9,60,57,7,0
1.9,61,61,6,1
9.6,61,39,0,0
4.0,73,89,3,1
1.3,62,44,5,0
0.4,69,100,4,1
10.9,45,84,5,1
6.5,58,69,1,0
11.0,78,45,10,1
10.6,44,38,2,0
11.1,88,90,9,1
9.7,48,58,2,0
5.5,45,98,9,1
6.4,82,71,5,1
9.9,54,94,9,1
11.2,84,89,9,1
3.4,64,57,10,1
2.1,75,92,4,1
9.4,47,45,4,0
9.5,91,78,1,0
3.9,92,84,1,0
9.1,67,50,4,0
10.5,93,65,4,1
9.9,50,42,9,1
2.8,83,70,1,1
8.8,47,34,3,0
4.7,61,41,0,0
2.0,66,41,1,0
4.3,57,71,10,1
4.9,45,39,9,0
4.5,100,87,10,1
5.0,50,99,10,1
1.6,75,66,9,1
8.3,93,41,6,1
8.1,48,31,8,0
11.4,88,31,3,0
5.4,59,39,2,0
11.5,69,37,5,0
11.3,47,87,9,1
8.1,96,36,7,1
11.8,64,54,8,1
7.5,59,32,7,0
5.6,77,84,9,1
9.4,100,70,3,1
0.3,78,47,2,0
4.7,78,98,8,1
11.3,89,69,0,1
10.8,68,68,8,1
8.5,95,45,8,1
4.3,50,98,5,1
1.4,73,77,5,1
9.8,94,88,2,1
9.5,56,47,1,0
1.5,68,95,9,1
11.1,90,77,3,1
7.9,53,34,8,0
11.2,41,40,9,0
11.9,54,65,2,0
7.9,55,91,4,1
4.7,81,68,7,1
9.9,100,84,8,1
5.2,79,34,0,0
8.9,69,48,5,0
10.2,70,71,7,1
6.7,61,87,1,0
11.2,53,49,7,1
10.9,77,72,6,1
2.1,87,54,5,1
5.2,100,92,10,1
7.2,61,83,5,1
7.4,56,83,0,0
7.5,82,69,5,1
2.5,69,67,1,0
8.1,49,74,7,1
11.4,85,92,8,1
9.5,93,68,1,0
2.2,78,47,2,0
10.4,96,84,10,1
9.3,94,76,0,1
5.1,93,42,8,1
3.1,92,88,1,1
8.9,53,41,9,0
3.1,61,47,1,0
9.0,56,56,2,0
4.7,87,31,3,0
0.6,69,99,3,1
6.0,81,93,4,1
4.9,93,54,5,1
0.8,55,57,7,0
3.8,56,36,2,0
8.8,59,90,9,1
10.6,92,58,6,1
8.2,66,78,4,1
2.4,45,39,10,0
8.1,90,39,3,0
4.1,56,92,5,0
1.0,92,97,2,1
8.0,80,89,7,1
4.8,88,62,8,1
7.5,58,65,5,0
7.6,91,54,7,1
7.4,88,98,8,1
5.6,50,82,7,1
6.9,75,90,9,1
2.6,42,72,0,0
12.0,65,77,6,1
5.3,78,80,7,1
8.7,44,89,9,1
6.5,99,90,8,1
3.3,75,85,1,0
9.9,61,97,0,1
7.7,90,47,6,0
11.0,99,54,9,1
6.8,69,89,1,0
3.8,87,30,3,0
11.8,52,33,1,0
11.4,57,98,0,0
7.2,57,49,10,1
10.7,67,58,10,1
1.1,87,82,10,1
1.3,93,32,8,1
5.7,83,41,3,0
3.7,43,52,8,1
10.8,89,86,6,1
7.6,66,100,5,1
0.8,60,74,8,1
0.6,76,50,7,1
7.1,46,34,2,0
3.8,54,64,8,0
8.2,84,31,9,0
11.8,94,47,5,0
3.0,62,100,8,1
7.0,53,85,1,0
9.7,63,36,4,0
2.2,98,62,10,1
5.6,44,32,7,0
10.1,61,85,3,0
6.6,43,87,1,1
2.8,62,92,2,1
1.9,76,35,0,0
9.0,71,100,6,1
11.5,95,77,7,1
7.8,90,39,10,1
11.5,74,71,3,0
1.5,92,75,1,0
5.5,66,55,3,0
0.3,96,47,5,1
11.2,53,67,3,0
8.8,60,68,9,1
3.4,84,63,5,0
6.2,85,76,10,1
6.9,71,58,9,1
2.2,52,47,9,1
2.8,40,84,2,0
2.5,75,35,3,0
3.0,62,73,7,1
8.1,59,38,1,0
10.6,92,95,7,1
10.6,57,41,6,1
7.8,93,100,8,1
2.8,80,96,3,1
3.0,78,81,2,0
11.8,57,66,4,0
11.7,90,32,0,0
10.0,100,79,6,1
9.3,54,53,1,0
8.4,62,36,5,0
1.6,57,70,3,0
8.5,58,90,4,1
4.2,84,61,4,1
1.9,69,59,8,1
3.0,56,48,4,0
8.3,96,100,2,1
0.0,59,61,8,0
0.6,53,85,2,0
6.3,77,44,7,1
4.6,44,49,7,0
11.2,70,89,10,1
11.1,60,71,9,1
7.5,99,62,10,1
6.9,41,98,8,1
4.0,55,48,2,0
6.8,95,46,1,0
11.8,60,54,4,0
0.1,68,97,1,0
4.0,66,63,5,1
9.9,40,42,5,0
7.7,58,35,3,0
7.2,53,64,7,1
9.8,100,97,8,1
8.8,70,94,2,1
9.5,89,79,4,1
0.3,51,94,5,1
0.8,45,41,10,0
3.0,72,37,7,0
9.4,67,90,10,1
2.1,88,66,4,0
8.8,98,38,1,0
11.5,72,48,9,1
2.3,98,98,2,1
7.9,82,39,3,0
0.6,48,99,8,1
11.5,100,74,1,1
8.0,73,77,6,1
1.0,58,45,3,0
8.0,96,60,7,1
7.7,88,35,7,1
2.8,65,59,0,0
3.4,58,95,5,1
6.2,74,55,9,1
7.9,89,37,2,0
8.5,92,65,5,1
9.7,53,89,1,0
11.4,98,90,4,1
5.6,78,90,1,1
1.2,67,54,6,0
6.3,59,96,2,1
2.3,52,99,5,1
3.7,60,45,3,0
4.3,72,80,0,0
7.6,77,76,2,1
1.2,79,45,4,0
9.6,90,56,0,0
11.7,74,80,9,1
8.2,79,44,6,0
7.1,91,53,0,0
11.4,63,40,5,0
2.0,90,50,3,0
5.3,79,96,0,1
0.0,60,90,5,1
3.0,54,83,10,1
1.4,66,87,4,1
6.9,44,31,10,0
6.3,84,41,2,0
8.3,65,50,6,0
4.8,63,62,9,1
10.1,66,71,7,1
5.0,58,82,4,0
0.8,51,53,6,0
2.4,51,85,0,0
2.7,53,73,0,0
2.1,68,42,3,0
6.3,41,33,3,0
2.0,73,71,5,0
3.1,60,58,4,0
8.4,40,40,10,0
11.9,92,94,6,1
7.8,99,84,3,1
4.0,70,82,10,1
2.2,87,72,5,1
0.4,73,73,4,1
11.1,79,65,6,1
8.8,56,30,5,0
10.4,75,65,5,1
2.5,85,78,0,1
10.0,96,71,7,1
3.9,47,40,6,0
8.1,85,88,3,1
3.2,61,64,5,0
4.5,87,72,3,0
6.8,69,75,0,0
9.3,82,34,9,0
8.4,84,94,8,1
7.8,60,92,5,1
6.7,44,53,1,0
9.7,85,96,6,1
9.7,96,50,1,0
8.6,51,41,6,0
7.3,61,63,10,1
10.2,71,88,5,1
4.3,76,80,0,0
11.5,62,96,10,1
1.9,76,31,9,0
11.7,92,62,5,1
5.7,85,48,4,0
3.0,63,32,10,1
11.1,92,65,8,1
6.2,61,43,4,0
4.7,90,42,9,1
7.2,82,91,4,1
4.6,51,36,5,0
6.7,42,82,1,0
11.2,50,74,0,0
12.0,79,42,0,0
7.5,89,32,1,0
0.1,41,79,10,1
4.8,87,66,10,1
6.0,57,70,9,1
1.8,42,31,10,0
1.5,73,60,8,1
9.4,55,45,8,1
8.0,67,60,7,1
6.3,82,36,4,0
9.9,91,67,1,0
2.0,51,85,6,1
3.9,96,62,0,0
8.6,68,31,0,0
8.7,89,61,5,1
10.9,79,91,5,1
8.0,90,72,8,1
6.6,96,65,0,0
4.5,83,33,3,0
0.7,63,36,8,0
10.4,46,59,9,1
8.6,99,42,3,0
2.9,81,56,1,0
2.6,42,42,10,1
9.9,52,45,6,0
4.1,63,37,2,0
9.0,91,50,10,1
0.4,66,35,5,0
11.9,83,41,5,1
7.7,43,62,4,1
10.5,56,66,3,0
8.6,41,89,5,1
7.6,94,71,6,1
6.3,42,73,5,0
1.4,45,95,0,0
11.5,73,45,4,0
11.7,100,97,5,1
3.4,83,85,7,1
1.3,49,81,6,0
3.4,57,77,2,0
5.2,42,86,8,1
5.8,59,61,3,0
10.4,59,37,10,1
1.4,94,56,6,0
1.6,98,87,1,1
7.5,70,90,0,1
10.1,98,60,3,1
3.9,42,100,3,1
10.1,79,90,7,1
1.0,86,39,9,0
10.6,92,92,8,1
1.9,46,74,8,1
10.1,89,95,3,1
7.6,54,55,0,0
8.7,73,33,5,0
6.2,66,65,4,1
3.0,96,82,1,0
9.9,78,40,2,0
0.1,70,92,5,1
0.1,67,87,2,0
5.9,57,64,6,1
5.3,72,35,9,1
11.3,81,37,5,0
11.3,55,55,0,0
0.7,94,50,9,1
8.5,100,58,6,1
8.5,66,93,0,0
6.9,83,94,7,1
10.7,44,61,5,0
9.6,81,55,3,0
9.6,68,41,2,0
7.3,88,49,7,1
7.2,87,55,8,1
0.9,66,42,9,1
2.3,65,30,4,0
2.9,82,73,1,1
6.6,83,92,3,1
2.3,93,52,4,1
11.8,63,68,4,0
8.7,51,79,4,0
8.0,57,67,5,0
9.9,74,84,0,0
7.1,48,94,1,0
5.0,41,79,9,1
1.5,45,69,5,0
3.4,84,40,3,0
2.9,55,97,2,0
0.3,77,87,2,1
8.9,70,84,9,1
3.6,64,86,7,1
6.4,74,70,6,1
6.0,58,99,10,1
11.6,75,37,7,0
6.0,50,38,7,0
6.8,76,66,1,0
9.7,77,88,10,1
5.6,50,55,8,1
7.9,42,96,0,0
0.0,84,88,5,1
11.2,89,93,10,1
7.0,95,49,5,0
3.4,65,91,1,0
4.1,54,88,7,1
11.3,64,74,3,0
6.7,79,44,5,0
11.8,67,43,2,0
10.2,58,59,1,0
10.3,68,81,7,1
2.4,42,90,10,1
0.8,49,64,8,0
4.9,65,42,2,0
9.4,53,56,1,0
11.1,57,57,0,0
6.3,99,35,1,0
5.2,83,43,6,0
5.5,88,44,6,1
7.0,55,58,10,1
0.8,66,45,3,0
1.3,81,67,1,0
2.8,45,73,2,0
7.7,71,93,9,1
4.6,53,57,3,0
3.2,59,70,5,1
7.8,61,60,1,0
11.1,90,65,0,1
8.5,57,90,1,0
0.5,90,52,9,1
5.3,91,69,0,0
2.4,72,57,5,1
6.2,65,35,9,1
4.4,83,83,0,0
8.7,67,98,1,1
9.3,78,55,10,1
4.9,84,84,2,0
3.0,70,40,10,0
10.8,68,91,5,1
1.9,43,30,0,0
10.8,41,82,5,1
0.7,79,64,2,0
8.3,87,48,5,1
4.6,44,69,8,1
10.5,96,80,9,1
7.9,40,94,1,1
7.0,60,65,7,1
4.7,47,91,5,1
1.4,57,71,1,0
0.4,61,38,8,1
1.7,48,98,3,1
7.7,47,47,9,1
11.5,99,40,2,0
11.6,100,35,10,1
10.6,59,54,3,0
9.5,76,93,0,1
4.0,82,75,3,0
5.2,92,88,6,1
10.3,46,30,9,0
5.2,91,49,8,1
11.9,55,56,4,0
4.6,44,61,8,1
0.2,89,36,9,0
5.7,91,61,9,1
10.4,89,31,2,0
11.5,84,51,8,1
2.5,62,73,5,1
0.9,73,91,9,1
11.4,91,71,1,1
3.1,49,32,10,0
6.5,63,56,4,0
7.7,95,80,10,1
10.1,86,99,3,1
11.6,54,89,10,1
2.7,52,66,3,0
2.2,68,77,0,0
9.9,80,87,9,1
3.3,91,77,2,0
10.0,92,92,6,1
0.1,63,66,7,1
7.1,52,64,4,0
0.5,52,45,3,0
4.4,91,88,1,0
2.1,66,73,9,1
9.9,76,94,10,1
2.9,42,65,3,0
4.2,44,94,5,1
2.7,100,66,2,0
9.0,80,57,8,1
2.4,57,92,4,1
8.9,46,38,8,1
5.1,85,48,8,1
3.7,62,98,6,1
9.0,56,87,10,1
0.0,48,36,8,0
0.5,61,61,7,1
8.4,93,35,1,0
6.7,91,77,9,1
3.1,73,95,4,1
3.1,83,54,3,0
9.8,55,81,4,0
3.2,97,61,5,0
3.4,67,50,10,1
2.5,89,53,10,1
0.9,42,72,7,0
2.0,69,79,5,0
5.7,89,61,3,1
0.5,76,33,0,0
10.5,52,64,7,1
4.2,43,56,2,0
7.9,93,35,10,1
2.9,46,97,9,1
1.9,99,41,8,1
0.1,82,94,5,1
6.2,91,75,5,1
9.8,42,35,3,0
9.5,91,58,3,1
5.3,62,62,7,1
10.8,87,92,8,1
2.3,71,67,9,1
7.5,67,48,9,1
5.5,84,38,6,1
8.0,51,88,4,1
8.7,42,93,3,1
11.9,40,31,3,0
6.3,70,53,1,0
8.5,66,99,4,1
4.5,89,37,9,1
5.1,94,35,10,1
10.1,94,55,9,1
4.6,73,86,1,1
8.9,45,30,10,1
4.0,93,71,6,1
1.9,97,95,8,1
11.5,49,83,2,1
7.3,66,56,9,1
11.0,96,89,8,1
3.1,58,90,3,0
6.7,56,44,7,0
6.2,46,30,10,0
10.9,66,78,5,1
9.1,59,39,4,0
11.2,81,79,8,1
2.2,78,63,1,0
3.4,82,92,1,1
7.2,64,73,2,0
8.0,54,76,10,1
11.6,47,56,10,1
1.3,67,100,4,1
11.9,96,39,0,0
3.0,81,88,9,1
6.6,43,63,1,0
4.8,74,67,9,1
10.3,67,95,3,1
8.7,85,65,1,0
10.9,52,96,2,0
4.7,94,62,9,1
9.5,67,84,4,1
3.5,79,68,7,1
0.6,86,63,5,1
11.2,91,84,7,1
5.6,58,57,10,1
10.4,57,35,5,0
1.0,57,48,5,0
8.7,61,31,6,0
1.0,42,56,5,0
9.0,41,83,5,1
1.1,68,59,1,0
7.2,80,75,6,1
2.4,75,88,2,0
3.4,73,68,9,1
3.1,95,98,2,1
3.3,66,94,8,1
9.5,70,72,4,0
4.4,50,33,0,0
9.3,85,72,5,1
1.6,88,63,8,1
6.7,44,64,10,1
1.6,67,76,2,1
5.7,69,72,0,0
7.7,48,62,1,0
0.3,68,85,10,1
5.7,46,54,3,0
11.8,41,41,6,0
2.0,54,36,9,0
11.9,79,100,4,1
4.5,47,39,1,0
2.2,88,67,7,1
11.1,94,96,0,1
10.1,71,90,0,1
6.5,89,83,1,0
6.8,99,64,6,1
6.6,70,55,3,0
8.0,89,100,4,1
3.0,97,76,10,1
9.3,52,93,2,1
8.2,97,74,2,0
6.9,43,90,1,0
8.3,66,50,5,0
7.1,68,42,5,0
9.1,75,80,5,1
2.7,73,38,6,0
1.3,72,86,4,0
9.1,45,80,4,0
6.8,53,72,7,1
4.7,52,40,4,0
1.9,79,67,0,0
0.2,43,33,7,0
2.8,50,40,8,1
9.3,40,74,6,0
0.0,58,48,7,1
6.0,74,61,2,0
5.4,49,65,5,1
4.0,93,71,2,0
7.3,77,35,1,0
10.1,89,46,2,0
4.3,65,30,8,1
10.7,87,70,9,1
1.2,94,67,10,1
10.8,89,42,0,0
7.2,70,50,9,1
7.4,68,89,9,1
3.3,75,32,10,0
11.4,67,50,2,0
2.0,56,39,2,0
11.2,82,34,4,0
6.2,46,88,0,0
5.1,87,67,9,1
8.9,96,51,9,1
7.0,84,88,7,1
11.8,44,89,9,1
7.1,54,60,4,1
2.4,84,66,1,0
8.4,88,68,0,1
0.8,86,75,9,1
2.9,90,56,6,1
3.9,46,76,10,1
3.1,95,79,2,1
5.1,68,77,7,1
1.9,96,70,2,1
4.1,43,67,6,1
7.3,89,57,5,0
4.7,41,51,3,0
5.3,44,31,0,0
5.8,67,72,6,1
8.2,95,31,7,0
0.0,79,78,10,1
9.9,59,49,4,0
9.4,69,84,8,1
7.9,44,70,0,0
8.8,44,67,4,0
3.2,68,88,8,1
9.7,74,73,4,1
5.8,71,95,9,1
7.6,50,35,0,0
5.9,56,88,5,1
2.4,47,84,3,1
4.9,84,64,4,0
3.7,63,84,8,1
8.4,67,89,0,1
9.1,67,59,0,0
7.3,89,55,1,0
8.8,54,86,3,0
8.9,100,56,6,1
7.2,50,56,9,0
6.6,40,66,6,0
6.7,54,51,9,1
10.5,82,57,2,0
0.3,90,45,3,0
7.3,80,39,3,0
1.8,76,43,9,0
7.4,100,99,4,1
9.8,85,81,10,1
11.0,64,35,1,0
2.3,44,85,4,1
7.6,40,35,10,0
6.8,99,61,0,1
9.8,44,31,7,0
11.9,68,71,5,1
0.9,78,38,3,0
4.4,84,68,7,1
4.2,64,88,6,1
3.0,82,60,5,1
0.3,80,50,2,0
10.7,86,74,8,1
3.6,80,35,8,0
6.2,70,78,5,1
10.6,53,52,9,1
8.5,54,53,7,1
5.4,100,79,9,1
10.1,58,77,2,1
0.4,49,74,10,1
5.7,93,89,2,1
8.6,54,66,9,1
11.1,79,79,0,1
5.1,43,45,10,0
3.4,50,36,7,0
7.5,84,77,1,1
8.8,100,85,9,1
3.0,44,61,9,1
0.3,52,60,8,0
10.4,40,72,4,0
0.5,97,95,0,1
5.7,59,69,8,1
8.8,80,71,10,1
11.4,92,52,1,0
0.0,92,35,6,0
6.7,79,76,10,1
11.8,84,45,3,0
1.1,45,72,3,0
8.8,46,65,3,0
11.9,68,60,6,1
7.7,97,80,3,1
11.9,95,61,5,1
3.3,79,98,1,0
3.5,70,31,1,0
6.5,55,35,5,0
2.8,74,47,5,0
2.2,96,66,8,1
11.2,50,55,10,1
11.7,48,89,5,1
3.2,92,95,3,1
4.8,80,30,7,0
11.8,93,45,0,0
7.4,76,57,7,0
1.5,91,48,1,0
5.0,51,46,1,0
11.1,88,75,0,0
8.8,73,88,7,1
1.8,56,39,4,0
0.2,99,66,7,1
1.8,76,97,3,0
0.2,45,65,3,0
6.4,82,91,4,1
6.0,97,73,2,0
11.9,79,78,5,1
3.2,42,48,4,0
10.6,42,82,0,0
8.8,46,87,1,1
5.5,84,94,7,1
7.5,82,54,10,1
0.1,82,89,4,0
2.9,87,39,2,0
0.3,48,94,2,0
5.6,84,45,3,0
10.0,49,67,8,1
1.8,77,71,3,0
8.2,72,47,3,0
0.9,40,53,3,0
9.7,86,80,7,1
4.1,56,39,0,0
2.9,67,48,0,0
2.5,78,32,1,0
1.4,55,38,4,0
2.8,85,46,2,0
11.7,42,88,7,1
1.9,51,44,1,0
1.1,54,100,2,1
0.1,40,63,9,1
1.3,55,37,5,0
10.8,52,51,10,1
1.3,81,89,7,1
9.5,44,99,1,1
10.9,91,61,2,0
9.4,97,85,7,1
8.5,84,84,3,1
1.7,60,76,3,1
11.5,95,36,9,1
6.8,55,40,3,0
7.1,88,72,9,1
9.7,52,79,3,1
10.8,81,54,2,0
9.7,84,79,9,1
4.0,77,48,0,0
2.1,58,44,2,0
7.5,96,77,9,1
2.7,81,34,2,0
0.2,56,87,8,1
2.1,96,89,9,1
4.2,45,47,8,0
8.5,51,51,1,0
11.5,69,54,5,1
11.6,70,49,3,0
6.1,89,67,10,1
1.9,75,57,6,0
8.1,65,30,4,0
6.8,67,73,8,1
10.7,68,50,1,0
5.6,65,40,0,0
6.6,84,73,3,1
9.3,40,56,6,0
3.0,45,49,3,0
8.2,82,97,6,1
1.1,40,88,9,1
3.5,84,36,0,0
0.8,74,60,10,1
2.5,94,53,8,1
3.6,54,60,0,0
11.0,94,37,3,0
9.7,96,35,10,1
2.6,72,54,5,0
3.4,97,94,3,1
2.9,66,32,7,0
0.6,91,67,4,0
11.3,69,55,7,1
0.0,71,100,10,1
6.3,71,44,4,0
1.7,84,71,5,1
5.5,44,59,3,0
4.1,92,95,5,1
0.5,44,83,8,1
1.9,86,31,6,0
12.0,79,54,2,0
5.9,44,74,2,0
7.8,81,77,8,1
8.1,47,88,7,1
0.5,78,86,0,0
4.9,83,100,1,1
3.1,72,84,1,1
9.2,85,39,9,1
1.2,42,77,4,0
7.7,40,45,9,0
11.4,65,54,0,0
4.8,87,88,6,1
9.2,66,77,5,1
2.3,71,94,0,1
8.7,67,58,6,0
2.5,54,100,4,1
1.8,65,89,1,1
10.1,42,83,3,0
0.4,46,91,9,1
7.1,99,38,6,0
5.4,67,36,0,0
9.8,71,35,9,1
5.1,61,92,8,1
9.0,47,53,2,0
7.2,64,33,6,0
6.5,72,68,6,1
5.6,52,39,9,0
0.3,85,41,1,0
6.5,67,90,3,1
10.7,61,37,1,0
3.1,45,55,2,0
3.1,94,73,1,0
11.4,100,34,8,1
1.2,56,36,5,0
11.2,73,68,5,1
0.9,40,60,10,1
6.5,62,98,1,0
2.4,44,100,7,1
1.1,43,37,0,0
9.8,64,45,7,1
7.2,46,55,0,0
8.9,65,52,2,0
3.1,88,67,1,0
11.3,85,51,4,0
0.8,76,78,8,1
8.7,90,98,8,1
3.4,97,50,7,1
8.1,94,42,6,1
5.4,71,33,7,0
3.1,79,38,6,0
4.8,60,40,9,0
10.7,89,85,4,1
3.8,51,46,4,0
10.3,55,85,3,1
7.1,58,87,10,1
3.8,82,58,9,1
1.7,85,40,3,0
4.8,54,73,9,1
3.9,86,89,2,0
6.6,68,64,0,0
0.0,53,39,9,0
10.8,81,86,2,1
4.3,76,44,3,0
8.2,80,73,2,0
7.4,59,75,3,0
11.7,85,57,0,0
10.4,49,41,9,0
8.0,56,55,9,0
5.9,79,41,5,0
11.8,95,44,4,0
3.4,51,64,10,1
0.4,85,51,8,1
2.4,75,94,3,1
4.9,66,39,1,0
8.4,59,78,5,1
4.3,70,43,7,0
2.6,57,48,4,0
11.0,74,80,6,1
0.5,61,74,3,0
8.4,40,71,7,1
7.6,82,38,10,1
7.4,66,61,6,1
6.9,52,83,0,0
2.4,100,38,8,0
11.7,42,78,3,0
10.2,84,63,0,0
5.3,64,57,2,0
2.2,88,51,2,0
8.7,67,53,2,0
10.5,94,58,4,0
5.8,52,78,4,1
11.5,54,100,3,0
10.5,41,69,4,1
0.4,42,62,3,0
4.6,74,83,5,1
3.3,56,80,3,0
11.3,82,81,10,1
6.7,54,78,9,1
7.3,86,37,7,1
9.4,77,91,5,1
7.6,61,92,9,1
11.8,66,49,0,0
0.9,98,77,1,1
9.8,41,70,2,0
7.2,60,98,2,0
7.6,57,93,0,0
0.7,83,70,0,0
4.6,61,41,7,0
7.0,73,68,3,1
11.9,89,53,10,1
6.9,86,63,10,1
9.2,75,65,3,1
5.0,40,81,9,1
0.9,45,64,7,1
3.7,49,73,3,0
8.6,62,30,0,0
3.3,69,48,8,1
11.6,43,58,3,0
8.3,83,95,8,1
1.9,42,80,2,0
5.2,93,68,7,1
7.2,86,83,1,1
10.2,71,48,10,1
9.4,95,62,7,1
7.6,47,41,9,1
6.9,42,94,6,1
5.3,84,72,5,1
11.1,57,45,0,0
2.3,81,80,6,1
9.8,43,55,8,0
3.7,48,87,10,1
11.9,46,71,4,1
7.2,93,44,10,1
5.8,66,49,8,1
0.5,85,52,6,1
6.2,100,59,2,0
4.1,72,33,2,0
6.5,63,55,2,0
12.0,47,88,8,1
4.2,46,59,0,0
4.3,59,76,10,1
3.6,85,84,6,1
8.4,62,72,3,0
1.1,98,53,3,1
8.2,98,33,1,0
2.8,81,61,1,0
1.6,63,86,1,0
0.9,87,65,2,0
